Report ID,Reporting For,Rollup To,Funds Xfer Entity,Proc Date,Report Date,Settlement Currency,Clearing Currency,Acq/Issuer,Txn Type,Rate Table ID,Count,Clearing Amount,Interchange Credit,Interchange Debit,Original Sale
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ACQUIRER TRANSACTIONS,ORIGINAL SALE        RVRSL,A1115,1,-47100.0,364.41,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ACQUIRER TRANSACTIONS,ORIGINAL SALE        RVRSL,A1116,22,-546631.4,4237.45,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ACQUIRER TRANSACTIONS,TOTAL ORIGINAL SALE RVRSL,,23,-593731.4,4601.86,0.0,True
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ACQUIRER TRANSACTIONS,TOTAL PURCHASE,,"13,632",97161482.29,757682.83,4601.86,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ACQUIRER TRANSACTIONS,"MERCHANDISE CREDIT                                                                                                                
    ORIGINAL",A1111,1,-6950.0,53.71,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ACQUIRER TRANSACTIONS,"MERCHANDISE CREDIT                                                                                                                
    ORIGINAL",A1115,21,-4679.11,36.07,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ACQUIRER TRANSACTIONS,"MERCHANDISE CREDIT                                                                                                                
    ORIGINAL",A1116,23,-45155.54,348.95,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ACQUIRER TRANSACTIONS,TOTAL ORIGINAL,,45,-56784.65,438.73,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ACQUIRER TRANSACTIONS,TOTAL MERCHANDISE CREDIT,,45,-56784.65,438.73,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ACQUIRER TRANSACTIONS,ORIGINAL WITHDRAWAL,A1116,533,11566552.28,89663.47,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ACQUIRER TRANSACTIONS,ORIGINAL WITHDRAWAL  RVRSL,A1116,10,-303501.2,2352.71,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ACQUIRER TRANSACTIONS,TOTAL ATM CASH,,543,11263051.08,89663.47,2352.71,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ACQUIRER TRANSACTIONS,TOTAL ACQUIRER INTERCHANGE,,"14,220",108367748.72,847346.3,7393.3,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,ORIGINAL SALE,A1111,13,-58318.38,437.36,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,ORIGINAL SALE,A1112,5,-7825.53,58.71,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,ORIGINAL SALE,A1113,9,-60817.29,456.31,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,ORIGINAL SALE,A1114,51,-371701.35,2780.78,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,ORIGINAL SALE,A1115,617,-2293870.3,17160.11,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,ORIGINAL SALE,A1116,"5,746",-20616637.47,156240.34,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,TOTAL ORIGINAL SALE,,"6,441",-23409170.32,177133.61,0.0,True
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,DISPUTE RESP FIN,A1116,1,-2065.87,15.5,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,TOTAL PURCHASE,,"6,442",-23411236.19,177149.11,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,ORIGINAL SALE,A1116,59,-221908.2,1664.95,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,"MERCHANDISE CREDIT                                                                                                                
    ORIGINAL",A1111,2,31435.38,251.22,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,"MERCHANDISE CREDIT                                                                                                                
    ORIGINAL",A1112,1,1964.54,15.7,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,"MERCHANDISE CREDIT                                                                                                                
    ORIGINAL",A1113,2,1748.07,13.97,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,"MERCHANDISE CREDIT                                                                                                                
    ORIGINAL",A1115,4,14817.79,118.19,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,"MERCHANDISE CREDIT                                                                                                                
    ORIGINAL",A1116,42,242965.24,1915.89,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,TOTAL ORIGINAL,,51,292931.02,2314.97,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,TOTAL MERCHANDISE CREDIT,,51,292931.02,2314.97,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,ORIGINAL WITHDRAWAL,A1114,1,-43663.15,327.6,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,ORIGINAL WITHDRAWAL,A1115,6,-68347.68,511.42,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,ORIGINAL WITHDRAWAL,A1116,203,-3148336.8,23747.44,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,TOTAL ORIGINAL WITHDRAWAL,,210,-3260347.63,24586.46,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,ORIGINAL WITHDRAWAL  RVRSL,A1116,3,20411.19,153.14,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,TOTAL ATM CASH,,213,-3239936.44,153.14,24586.46,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,"ORIGINAL CREDIT                                                                                                                   
    ORIGINAL",A1116,49,744225.48,5761.25,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,TOTAL ORIGINAL CREDIT,,49,744225.48,5761.25,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,KES,ISSUER TRANSACTIONS,TOTAL ISSUER INTERCHANGE,,"6,814",-25835924.33,8229.36,203400.52,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,RWF,ACQUIRER TRANSACTIONS,ORIGINAL SALE,A1115,119,5747634.0,4013.08,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,RWF,ACQUIRER TRANSACTIONS,ORIGINAL SALE,A1116,271,15151577.0,10532.6,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,RWF,ACQUIRER TRANSACTIONS,TOTAL ORIGINAL SALE,,390,20899211.0,14545.68,0.0,True
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,RWF,ACQUIRER TRANSACTIONS,TOTAL PURCHASE,,390,20899211.0,14545.68,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,RWF,ACQUIRER TRANSACTIONS,ORIGINAL WITHDRAWAL,A1116,164,21611460.0,15023.12,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,RWF,ACQUIRER TRANSACTIONS,ORIGINAL WITHDRAWAL  RVRSL,A1116,4,-566500.0,393.8,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,RWF,ACQUIRER TRANSACTIONS,TOTAL ATM CASH,,168,21044960.0,15023.12,393.8,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,RWF,ACQUIRER TRANSACTIONS,TOTAL ACQUIRER INTERCHANGE,,558,41944171.0,29568.8,393.8,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,RWF,ISSUER TRANSACTIONS,ORIGINAL SALE,A1114,3,-394445.0,263.29,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,RWF,ISSUER TRANSACTIONS,ORIGINAL SALE,A1115,29,-877178.0,587.05,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,RWF,ISSUER TRANSACTIONS,ORIGINAL SALE,A1116,117,-5967776.0,3997.18,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,RWF,ISSUER TRANSACTIONS,TOTAL ORIGINAL SALE,,149,-7239399.0,4847.52,0.0,True
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,RWF,ISSUER TRANSACTIONS,TOTAL PURCHASE,,149,-7239399.0,4847.52,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,RWF,ISSUER TRANSACTIONS,ORIGINAL SALE,A1116,6,-336937.0,224.76,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,RWF,ISSUER TRANSACTIONS,"MERCHANDISE CREDIT                                                                                                                
    ORIGINAL",A1116,2,860155.0,616.43,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,RWF,ISSUER TRANSACTIONS,TOTAL MERCHANDISE CREDIT,,2,860155.0,616.43,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,RWF,ISSUER TRANSACTIONS,ORIGINAL WITHDRAWAL,A1115,1,-100501.0,67.26,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,RWF,ISSUER TRANSACTIONS,ORIGINAL WITHDRAWAL,A1116,9,-2063839.0,1385.03,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,RWF,ISSUER TRANSACTIONS,TOTAL ORIGINAL WITHDRAWAL,,10,-2164340.0,1452.29,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,RWF,ISSUER TRANSACTIONS,TOTAL ATM CASH,,10,-2164340.0,1452.29,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,RWF,ISSUER TRANSACTIONS,TOTAL ISSUER INTERCHANGE,,167,-8880521.0,616.43,6524.57,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,SSP,ACQUIRER TRANSACTIONS,ORIGINAL WITHDRAWAL,A1116,4,164000.0,36.76,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,SSP,ACQUIRER TRANSACTIONS,TOTAL ATM CASH,,4,164000.0,36.76,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,SSP,ACQUIRER TRANSACTIONS,TOTAL ACQUIRER INTERCHANGE,,4,164000.0,36.76,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ACQUIRER TRANSACTIONS,ORIGINAL SALE,A1115,886,124173425.66,50683.02,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ACQUIRER TRANSACTIONS,ORIGINAL SALE,A1116,797,105326751.55,42990.4,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ACQUIRER TRANSACTIONS,ORIGINAL SALE              RETURN,A1116,1,-15.0,0.01,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ACQUIRER TRANSACTIONS,TOTAL ORIGINAL SALE,,"1,684",229500162.21,93673.42,0.01,True
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ACQUIRER TRANSACTIONS,TOTAL PURCHASE,,"1,684",229500162.21,93673.42,0.01,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ACQUIRER TRANSACTIONS,ORIGINAL WITHDRAWAL,A1116,141,43485000.0,17749.35,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ACQUIRER TRANSACTIONS,ORIGINAL WITHDRAWAL  RVRSL,A1116,1,-90000.0,36.73,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ACQUIRER TRANSACTIONS,TOTAL ATM CASH,,142,43395000.0,17749.35,36.73,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ACQUIRER TRANSACTIONS,TOTAL ACQUIRER INTERCHANGE,,"1,826",272895162.21,111422.77,36.74,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ISSUER TRANSACTIONS,ORIGINAL SALE,A1111,25,-390166.97,152.41,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ISSUER TRANSACTIONS,ORIGINAL SALE,A1112,13,-1200565.09,470.81,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ISSUER TRANSACTIONS,ORIGINAL SALE,A1113,9,-2712328.76,1093.68,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ISSUER TRANSACTIONS,ORIGINAL SALE,A1114,53,-2258487.12,899.8,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ISSUER TRANSACTIONS,ORIGINAL SALE,A1115,230,-10020394.36,3965.74,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ISSUER TRANSACTIONS,ORIGINAL SALE,A1116,"10,615",-296114709.8,118241.33,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ISSUER TRANSACTIONS,TOTAL ORIGINAL SALE,,"10,945",-312696652.1,124823.77,0.0,True
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ISSUER TRANSACTIONS,TOTAL PURCHASE,,"10,945",-312696652.1,124823.77,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ISSUER TRANSACTIONS,ORIGINAL SALE,A1113,1,-86799.96,35.0,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ISSUER TRANSACTIONS,ORIGINAL SALE,A1116,11,-2241342.42,889.42,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ISSUER TRANSACTIONS,TOTAL ORIGINAL SALE,,12,-2328142.38,924.42,0.0,True
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ISSUER TRANSACTIONS,"MERCHANDISE CREDIT                                                                                                                
    ORIGINAL",A1115,2,510751.77,208.47,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ISSUER TRANSACTIONS,"MERCHANDISE CREDIT                                                                                                                
    ORIGINAL",A1116,84,3368993.32,1359.32,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ISSUER TRANSACTIONS,TOTAL ORIGINAL,,86,3879745.09,1567.79,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ISSUER TRANSACTIONS,TOTAL MERCHANDISE CREDIT,,86,3879745.09,1567.79,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ISSUER TRANSACTIONS,"QUASI-CASH CREDIT                                                                                                                 
    ORIGINAL",A1116,1,12250.01,5.0,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ISSUER TRANSACTIONS,TOTAL QUASI-CASH CREDIT,,1,12250.01,5.0,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ISSUER TRANSACTIONS,ORIGINAL WITHDRAWAL,A1116,3,-663230.27,246.63,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ISSUER TRANSACTIONS,TOTAL ATM CASH,,3,-663230.27,246.63,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,TZS,ISSUER TRANSACTIONS,TOTAL ISSUER INTERCHANGE,,"11,047",-311796029.65,1572.79,125994.82,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,UGX,ACQUIRER TRANSACTIONS,ORIGINAL SALE,A1114,1,448000.0,125.67,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,UGX,ACQUIRER TRANSACTIONS,ORIGINAL SALE,A1115,825,164406590.0,46142.65,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,UGX,ACQUIRER TRANSACTIONS,ORIGINAL SALE,A1116,658,156591255.0,43949.25,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,UGX,ACQUIRER TRANSACTIONS,TOTAL ORIGINAL SALE,,"1,484",321445845.0,90217.57,0.0,True
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,UGX,ACQUIRER TRANSACTIONS,TOTAL PURCHASE,,"1,484",321445845.0,90217.57,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,UGX,ACQUIRER TRANSACTIONS,"MERCHANDISE CREDIT                                                                                                                
    ORIGINAL",A1116,2,-60.0,0.02,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,UGX,ACQUIRER TRANSACTIONS,TOTAL MERCHANDISE CREDIT,,2,-60.0,0.02,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,UGX,ACQUIRER TRANSACTIONS,ORIGINAL WITHDRAWAL,A1116,20,11305000.0,3172.86,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,UGX,ACQUIRER TRANSACTIONS,TOTAL ATM CASH,,20,11305000.0,3172.86,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,UGX,ACQUIRER TRANSACTIONS,TOTAL ACQUIRER INTERCHANGE,,"1,506",332750785.0,93390.43,0.02,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,UGX,ISSUER TRANSACTIONS,ORIGINAL SALE,A1113,2,-268881.0,71.73,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,UGX,ISSUER TRANSACTIONS,ORIGINAL SALE,A1114,1,-38143.0,10.19,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,UGX,ISSUER TRANSACTIONS,ORIGINAL SALE,A1115,16,-633489.0,169.33,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,UGX,ISSUER TRANSACTIONS,ORIGINAL SALE,A1116,143,-31848324.0,8539.65,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,UGX,ISSUER TRANSACTIONS,TOTAL ORIGINAL SALE,,162,-32788837.0,8790.9,0.0,True
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,UGX,ISSUER TRANSACTIONS,TOTAL PURCHASE,,162,-32788837.0,8790.9,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,UGX,ISSUER TRANSACTIONS,"MERCHANDISE CREDIT                                                                                                                
    ORIGINAL",A1116,1,93286.0,27.56,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,UGX,ISSUER TRANSACTIONS,TOTAL MERCHANDISE CREDIT,,1,93286.0,27.56,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,UGX,ISSUER TRANSACTIONS,ORIGINAL WITHDRAWAL,A1116,8,-4318630.0,1154.36,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,UGX,ISSUER TRANSACTIONS,TOTAL ATM CASH,,8,-4318630.0,1154.36,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,UGX,ISSUER TRANSACTIONS,TOTAL ISSUER INTERCHANGE,,171,-37014181.0,27.56,9945.26,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,USD,ACQUIRER TRANSACTIONS,ORIGINAL SALE,,"6,030",1564659.6,1564659.6,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,USD,ACQUIRER TRANSACTIONS,ORIGINAL SALE        RVRSL,A1116,1,-3000.0,3000.0,0.0,False
VSS-120,0008440755,0008440755,0008440755,10AUG25,10AUG25,USD,USD,ACQUIRER TRANSACTIONS,DISPUTE FIN,,7,-5815.88,5815.88,0.0,False
